,Carcinoma_AGSCC_2_10_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_11_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_12_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_13_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_14_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_15_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_16_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_17_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_18_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_19_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_1_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_20_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_21_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_22_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_23_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_24_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_25_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_26_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_27_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_28_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_29_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_2_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_30_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_31_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_32_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_33_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_34_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_35_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_36_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_37_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_38_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_39_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_3_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_40_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_4_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_5_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_6_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_7_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_8_mieloides_no_tumorales.csv,Carcinoma_AGSCC_2_9_mieloides_no_tumorales.csv,Carcinoma_FAHNSCC_14_1_mieloides_no_tumorales.csv,Carcinoma_FAHNSCC_14_2_mieloides_no_tumorales.csv,Carcinoma_FAHNSCC_14_3_mieloides_no_tumorales.csv,Carcinoma_FAHNSCC_14_4_mieloides_no_tumorales.csv,Carcinoma_FAHNSCC_14_5_mieloides_no_tumorales.csv,Carcinoma_FAHNSCC_15_1_mieloides_no_tumorales.csv,Carcinoma_FAHNSCC_15_2_mieloides_no_tumorales.csv,Dysplasia-HG_FAHNSCC_15_1_mieloides_no_tumorales.csv,Dysplasia-HG_FAHNSCC_15_2_mieloides_no_tumorales.csv,Dysplasia-HG_FAHNSCC_15_3_mieloides_no_tumorales.csv,Dysplasia-HG_FAHNSCC_15_4_mieloides_no_tumorales.csv,Dysplasia-LG_FAHNSCC_15_1_mieloides_no_tumorales.csv,Dysplasia-LG_FAHNSCC_15_2_mieloides_no_tumorales.csv,Dysplasia-Stroma_FAAGSCC_13_1_mieloides_no_tumorales.csv,Dysplasia-Stroma_FAAGSCC_13_2_mieloides_no_tumorales.csv,Dysplasia-Stroma_FAAGSCC_13_3_mieloides_no_tumorales.csv,Dysplasia-Stroma_FAAGSCC_13_4_mieloides_no_tumorales.csv,Dysplasia-Stroma_FAAGSCC_13_5_mieloides_no_tumorales.csv,Dysplasia-Stroma_FAAGSCC_13_6_mieloides_no_tumorales.csv,Dysplasia-Stroma_FAAGSCC_13_7_mieloides_no_tumorales.csv,Dysplasia-Stroma_FAAGSCC_13_8_mieloides_no_tumorales.csv,Dysplasia_FAAGSCC_13_1_mieloides_no_tumorales.csv,Dysplasia_FAAGSCC_13_2_mieloides_no_tumorales.csv,Dysplasia_FAAGSCC_13_3_mieloides_no_tumorales.csv,Dysplasia_FAAGSCC_13_4_mieloides_no_tumorales.csv,Stroma_ad_Carcinoma-Dysplasia_FAHNSCC_14_1_mieloides_no_tumorales.csv,Stroma_ad_Carcinoma_AGSCC_2_10_mieloides_no_tumorales.csv,Stroma_ad_Carcinoma_AGSCC_2_1_mieloides_no_tumorales.csv,Stroma_ad_Carcinoma_AGSCC_2_2_mieloides_no_tumorales.csv,Stroma_ad_Carcinoma_AGSCC_2_3_mieloides_no_tumorales.csv,Stroma_ad_Carcinoma_AGSCC_2_4_mieloides_no_tumorales.csv,Stroma_ad_Carcinoma_AGSCC_2_5_mieloides_no_tumorales.csv,Stroma_ad_Carcinoma_AGSCC_2_6_mieloides_no_tumorales.csv,Stroma_ad_Carcinoma_AGSCC_2_7_mieloides_no_tumorales.csv,Stroma_ad_Carcinoma_AGSCC_2_8_mieloides_no_tumorales.csv,Stroma_ad_Carcinoma_AGSCC_2_9_mieloides_no_tumorales.csv,Stroma_ad_Carcinoma_FAHNSCC_14_1_mieloides_no_tumorales.csv,Stroma_ad_Carcinoma_FAHNSCC_14_2_mieloides_no_tumorales.csv,Stroma_ad_Carcinoma_FAHNSCC_14_3_mieloides_no_tumorales.csv,Stroma_ad_Carcinoma_FAHNSCC_15_1_mieloides_no_tumorales.csv,Stroma_ad_Carcinoma_FAHNSCC_15_2_mieloides_no_tumorales.csv,Stroma_ad_Dysplasia-HG_FAHNSCC_15_1_mieloides_no_tumorales.csv,Stroma_ad_Dysplasia-HG_FAHNSCC_15_2_mieloides_no_tumorales.csv,Stroma_ad_Dysplasia-HG_FAHNSCC_15_3_mieloides_no_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_10_mieloides_no_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_11_mieloides_no_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_1_mieloides_no_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_2_mieloides_no_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_3_mieloides_no_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_4_mieloides_no_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_5_mieloides_no_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_6_mieloides_no_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_7_mieloides_no_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_8_mieloides_no_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_9_mieloides_no_tumorales.csv,Stroma_ad_Dysplasia_FAHNSCC_14_1_mieloides_no_tumorales.csv,Stroma_ad_Dysplasia_FAHNSCC_14_2_mieloides_no_tumorales.csv,Stroma_ad_Dysplasia_FAHNSCC_14_3_mieloides_no_tumorales.csv,Stroma_ad_Dysplasia_FAHNSCC_14_4_mieloides_no_tumorales.csv
Carcinoma_AGSCC_2_32_mieloides_no_tumorales.csv,2198.922505819841,4179.942652654598,1787.8359347099567,3190.01795087337,2440.5805253051835,2108.534486415692,2438.463669609526,749.3216660192188,725.3791327412066,1682.4712443838455,3890.1003585432622,2214.285830472354,1213.7802909070017,2343.043983160338,1245.184164133284,1178.667298427733,1400.8027378355748,1820.3559732266833,1165.3624126856607,1203.5183131296608,1848.0791017268864,2311.253937941927,618.4081338389267,1208.0630846555507,0.0,2118.760147459949,2121.0763134515387,2590.8118146521174,1382.6986728746058,903.925335862084,1610.948242265787,2183.9094290163025,1544.3559166817172,1577.1303826937294,2097.0884424798014,2550.8712541998552,3057.952098800127,2491.426946619896,2066.105151901962,1484.7562096403399,4486.212463107558,5197.144059141047,4406.29193125046,7759.419020053865,8464.725046573178,12530.84738888227,12595.625148943422,7043.6482740034335,9310.054912016796,10546.354817715144,12799.449902690114,11751.90603373569,11700.38163266429,8563.933084218648,15104.437004943835,13435.692992245708,15561.663862047892,9590.795622278698,14949.978040337115,11271.61608719864,18087.268684573213,7884.11751197008,8111.743244411571,8598.679411718673,5749.73558575209,12727.417792380891,14837.97203162572,31475.89401321539,30319.48392565586,25136.88903383446,21693.35918714354,19751.918244671193,21333.283292552416,21900.02168726999,26469.61783906798,29534.16929036558,12887.800561905211,13429.382952375232,13573.645115580808,22209.046102546046,29055.452786455175,19284.914903065775,23013.9695646002,31884.099816670503,36263.25362506486,20352.054357327022,45749.80747897502,30730.855312089927,39232.121465906705,38038.00653210351,35739.129194484056,29141.527729219048,25515.333935525607,32136.308758569594,34313.832859757415,22625.6088005281,14580.552694009819,14088.890586290994,16779.241942922443
Carcinoma_AGSCC_2_33_mieloides_no_tumorales.csv,1310.6427043165738,2162.7637339593857,1619.1626495011462,1971.0813253903527,2098.9088352522435,1238.044447162847,1895.7119027062427,1937.5062398465311,1545.9366121490498,1264.4404564551114,2224.157567723384,2682.1755712815857,2455.2239628389552,866.2890263658942,987.7151458162086,1473.9881766901478,1326.5740357112786,1384.3134979119504,1395.0111702632096,2293.1384135325147,1191.7800200457275,2033.2950489426164,1938.0904417296347,2058.7674589251956,2118.760147459949,0.0,762.1708565092486,2052.3866329161456,2080.6152827402043,2475.198844350905,1184.6411550875036,2238.8102193189175,1746.5118237524593,1391.4919125866486,1427.4576304643144,1775.7334101240726,2008.5952840684208,1150.8783919354235,1039.4343132126137,1218.3055228413423,2751.501375832205,3427.787704591235,2626.2456707770334,6090.419201663682,6822.689854161515,11009.132855395217,11084.522745986469,5498.521008679646,7476.763543227703,8621.138909310725,10976.025205803267,9794.395612964056,9908.025980221155,6731.755231132381,13991.416295008185,11689.009199756152,14380.773116386652,7979.538397424383,13115.968877517922,9402.872362154227,16100.448357990388,5892.659271105484,6076.748599935714,6803.291393998793,3821.240516414372,11985.163034542305,14003.745875501207,30214.061057094103,29065.633294876836,24047.891940161728,20792.555801483148,18987.667759895212,20623.449832042017,21044.345617856696,25137.927850387307,28330.403359038588,12272.739439623057,12863.299720143637,13005.503463042864,20833.643631046594,27402.24508801842,18061.07835021568,21719.972105778084,30530.3466603597,34617.87900940767,19539.340110433473,43780.908542148376,28944.946836153347,37190.85660869203,35999.994299838254,33719.00410104726,27288.17675672676,23438.9727945298,30129.65670216403,32549.45965673122,21323.27628423374,14158.892431031372,13566.060083471459,16251.85294151605
Carcinoma_AGSCC_2_34_mieloides_no_tumorales.csv,1119.677339220105,2317.2045250388032,1414.3447232243188,1956.9060682935406,2067.5135941130347,1110.3900181046465,2027.4950814252427,2107.6798627630187,1631.5211626798848,1260.492271518415,1996.609698797054,2803.9519565471574,2515.859624660814,1002.4789855713818,1207.0302569489113,1308.5371436514301,1407.1273074781723,1688.992697133343,1477.093198249515,2425.877985934679,1099.7931270919257,1891.4125032822312,1953.7811951153153,1778.5790924378227,2121.0763134515387,762.1708565092486,0.0,1938.936970211857,1876.9873552513454,2233.88239878488,1070.6263659900692,2064.101366957468,1616.7238713402248,1228.7158329418492,1508.5765264610027,1596.7696021212037,1958.2298082616442,1153.4413763096495,1179.55472353528,1366.6239382131407,3072.368340351677,3817.64746334994,2959.7411378983397,6491.4751321014055,7201.513039635354,11367.40351858086,11430.888803284093,5845.573821653392,7863.337393314056,8933.180661537526,11363.563543742997,10115.940393145498,10306.170939321393,7124.595930091902,14224.810748021288,12094.07800501944,14631.088530703175,8364.062311209165,13467.358658955894,9762.333999857015,16364.767251297531,6158.686454049027,6219.4370849011675,7204.457660131554,4097.0242074817625,12198.351209798278,14199.100399067358,30510.753622658012,29346.800079907604,24290.342976998734,20977.698314107398,19178.171810885593,20839.08825155982,21228.444808680782,25420.48003086103,28589.04344295867,12546.441416786207,13165.0937484394,13305.631588633787,21139.75873094188,27799.215185990222,18335.004676539207,22018.91513332999,30842.954866227286,35000.830543471755,19726.018698417454,44056.87518610389,29350.11270208406,37435.57865044761,36257.62629355639,33970.99038085514,27623.649482571116,23647.527070034135,30405.31197307311,32956.52646867752,21624.801838978718,14542.467208966518,13923.882836089555,16586.773467707324
Carcinoma_AGSCC_2_35_mieloides_no_tumorales.csv,1183.8631841629963,2263.58125330344,1017.3214407703131,2134.555055981915,903.3035468459213,1060.9870795877332,1238.2850919124141,2401.3137320468313,1999.9143059158268,1413.2639483344183,1959.4979803250185,3278.9768141987297,2815.1783400429654,2406.504899056058,2453.243500918151,1602.1858670732527,1494.7592825701267,1301.7043776694695,1714.7101116592999,2661.5269003193116,1920.957069343813,850.5867706591357,2307.1330215494295,2121.0345221462894,2590.8118146521174,2052.3866329161456,1938.936970211857,0.0,1773.640660631875,2562.782021570691,1279.9768414408916,1484.303247796608,1590.2271832275194,1186.2126187757628,1522.0803467981075,907.6454932760403,1038.6195747228544,1740.0058920509807,1386.274031879463,2005.5426577182102,3648.3680160685326,4649.5283613354,3814.784836558418,7261.24972237583,8288.310524792327,12428.263784364795,12504.687007559442,6753.7580704020775,8534.090001899165,9411.62296348992,12121.16521068076,10902.014541018943,11151.964613049133,7888.008194844949,15660.604758791944,13129.279464593348,16054.039777058595,9293.470743825901,14264.129620138941,10484.518692878637,17054.453344541416,6414.251791142486,6120.218497817564,7880.61394335921,4624.653589922567,13810.569870840627,15817.276415211929,31781.65013120005,30680.47335782277,25730.33332319549,22545.01721864091,20788.369972652617,22456.755211024443,22794.872740880353,26769.34044315932,29977.596599832043,14130.94243175686,14721.407811916706,14863.562142140652,22346.809151723926,28635.13577834962,19720.85219352162,23286.881881184345,31997.60661780188,35927.621709160456,21329.570555894206,44378.55583350044,30175.453310871846,37486.632191331526,36458.66181690993,34178.11144016742,28161.764886485547,23729.667839544683,30654.83660421236,33702.07630705319,22879.696987091218,16008.533811099462,15425.503845572553,18110.51208061602
Carcinoma_AGSCC_2_36_mieloides_no_tumorales.csv,1838.0985818031097,3756.7685527054678,1098.5102716950664,3088.6464354089503,1733.5708555624756,1516.5680220038544,2186.924500500871,1586.258339559411,1318.4262938421182,1161.507753229381,3271.5258334267623,2644.4552489972257,1603.4294169049547,2557.147197341383,2102.239278345914,945.4328354644153,1296.4414683232424,1584.3931384604157,1312.3191278036238,1704.5653585104892,2025.7480744266159,1505.1019088763908,1076.8719248518587,1087.7832950917427,1382.6986728746058,2080.6152827402043,1876.9873552513454,1773.640660631875,0.0,982.0086971437213,1191.155189371295,1189.895149893881,670.4776429189311,910.7312239324729,1925.6995104276468,1992.5641056702254,2576.896989014743,2188.339520072907,1742.6944484826015,1889.3799339857674,4521.751466936397,5337.417482126602,4472.226559601684,8041.165198916302,8796.448343097383,12979.450877050027,13047.476712147743,7403.6044470964225,9378.87731372344,10434.57443385036,12890.313366290606,11621.766850615439,11846.799797948648,8657.187191573646,15855.61051629282,13660.66230794294,16259.11870633974,9948.427583785475,14983.89871172163,11269.448460226193,17860.423598533096,7638.178774956814,7652.128756922326,8720.982158545152,5594.788609298006,13683.540385434468,15733.53367487277,32131.069500303354,30968.52152661804,25920.98806369388,22582.752844828723,20706.873417519528,22283.616385976264,22820.84864437565,27039.902960804364,30218.317946245978,13860.9439104278,14416.42495757724,14568.453923788567,22767.152781159326,29365.48460437735,19955.090429531585,23639.38553717985,32471.0304808326,36591.232760316016,21283.847018251974,45550.75436285629,30874.029085613874,38915.333469989775,37740.68687560781,35456.298864946846,29130.54629886082,25125.88138574736,31897.78780715027,34494.5914599673,23245.698029170595,15588.03363785189,15088.19315488916,17775.545094677746
Carcinoma_AGSCC_2_37_mieloides_no_tumorales.csv,2539.1241578596546,4468.521957675251,1759.1089639883185,3631.8258777329715,2450.8863460976727,2301.450597653199,2859.8423763807023,1206.7699822250333,1066.3614523811248,1624.0037489898418,4079.545700922943,2368.1062259781143,1237.1605120614493,2711.3651892907073,1721.5200473500045,1451.1765863304495,1854.305268961958,1965.0862897415236,1226.6898748300316,1361.6581655827272,1970.587048195308,2080.8048941068873,714.4654479104478,612.8788531396937,903.925335862084,2475.198844350905,2233.88239878488,2562.782021570691,982.0086971437213,0.0,1651.6589429722667,1537.2089641758348,1196.0200767051215,1701.0218669267404,2535.959550612287,2808.6480420354364,3319.2955025849446,2670.6461274772787,2444.9145510625226,1776.4071581819837,4940.490419709333,5632.798370287928,4860.881059889116,8202.483395919318,8898.574777651333,12985.149098090893,13050.045943571207,7496.853251454549,9759.946099257872,10993.55101156688,13238.277550327668,12190.899576240085,12159.345207011844,9010.3727462422,15625.282794456156,13874.181281540006,16051.17353661141,10030.408420205034,15402.545508806676,11727.841539005885,18500.76656755904,8309.443445677596,8412.955260035826,9036.345739808788,6190.287085823485,13356.11663734273,15409.315246186829,31953.720765459064,30793.90591019191,25674.879343244254,22267.04632027071,20379.749577449697,21962.06207276137,22500.735699021672,26924.813871105904,30017.89153481524,13534.674085040342,14084.628589533575,14239.00351846917,22671.75767906255,29495.22740886998,19772.17833578832,23483.106884746492,32351.365351972578,36697.762582528885,20956.993172851824,46184.1010892178,31199.396838475004,39637.11265283301,38440.88609457543,36155.48346400109,29594.79447834301,25847.340653047657,32551.68879951852,34746.92526664145,23098.92844634892,15257.636714155924,14758.917322101512,17446.696610524927
Carcinoma_AGSCC_2_38_mieloides_no_tumorales.csv,970.2810969108543,2897.8027582607247,696.0436173062643,2201.380051193374,1306.2791774216662,889.4564730688353,1404.5089838688,1562.0428370051081,1149.3344313246614,796.856350475247,2602.9939441192028,2414.9057516467306,1829.3185737445078,1676.7451190869215,1504.0677461959062,783.5450793182348,815.0266034652134,918.119620276957,798.5694481617904,1765.9983583295602,1080.781731120842,1040.5780713989084,1282.7047338567165,1228.5546564276253,1610.948242265787,1184.6411550875036,1070.6263659900692,1279.9768414408916,1191.155189371295,1651.6589429722667,0.0,1344.1601972421117,841.8255944627641,701.773304314592,1154.625275380478,1402.4412504396319,1852.5377565734057,1277.3799360713479,1064.7924795355866,1322.19847572264,3588.015958027278,4324.4467400976855,3474.26478415962,7003.903231418872,7746.371609788197,11931.194088274993,12007.3483432102,6358.654110923395,8376.98427345285,9521.217792583031,11883.732217817009,10681.660328586897,10820.381011690419,7647.929229726099,14882.78664946009,12613.714853363905,15273.276770564189,8895.052637890478,14018.560564875019,10309.387012625857,16964.935461664114,6722.388754900647,6841.864442574877,7715.394724721687,4686.068153367182,12962.558047208426,14976.389905980304,31121.548334600306,29965.05342956129,24942.060910000975,21727.40124975278,19950.980010416264,21608.29888336744,21977.507390681632,26036.377105359516,29221.115712943552,13279.560650044048,13876.713054724882,14021.494128115832,21747.40386723165,28318.65261379528,18955.241730756654,22627.70569538068,31450.123029671337,35535.42534244147,20498.08525564208,44633.24288200042,29863.451156320203,38012.47919120354,36829.80338634141,34541.12909234885,28190.971609710807,24222.517843769525,30973.670720832833,33470.47820518809,22233.698028533134,15194.797918194816,14596.659871843956,17277.33332749988
Carcinoma_AGSCC_2_39_mieloides_no_tumorales.csv,1813.4035268092953,3584.8011625275744,1049.0235908743646,3107.658418874547,1651.7156030836313,1423.616570950416,2162.415960941644,2262.827423158632,1915.6139261940039,1604.4516902848154,2998.867587036133,3204.6375079423156,2251.391865155726,2868.648633627031,2520.706313867272,1320.5217768150346,1327.6861035448835,1608.4511207494477,1509.3010761110213,2238.1823212744052,2142.4956960895615,1103.904990681153,1756.6992667428203,1433.152279792689,2183.9094290163025,2238.8102193189175,2064.101366957468,1484.303247796608,1189.895149893881,1537.2089641758348,1344.1601972421117,0.0,970.9193617330309,1255.158265108821,2101.7758767088044,1799.661680373579,2342.5992225335617,2287.750775756154,1897.1831147487749,2332.414293714946,4555.331958947092,5336.3370081580615,4490.688643031676,8029.794039434829,8820.024035043674,12993.098948869601,13078.773560748376,7398.089891717827,9384.491360019989,10445.271203066504,12887.039906593276,11658.806744952917,11837.674800435982,8651.271848307018,16065.687554523296,13655.646900387736,16455.76236088719,9946.138080212555,14999.090372218185,11289.452338962083,17879.680051212163,7569.859405184628,7447.465435411521,8723.856516511069,5615.216077635349,14114.56949483502,16132.691411175525,32263.898559988233,31124.49637868686,26122.830687025322,22906.772603888025,21112.000252892234,22756.089947855926,23158.743744733616,27198.72377127727,30398.580301652633,14392.519944065367,14975.571703872823,15116.233603641405,22866.88022525238,29347.11446640134,20130.031149740335,23764.673663909572,32543.73403885638,36582.296216636125,21660.77261358774,45501.28791169054,30884.474989187005,38789.556450783886,37658.25637881733,35377.267748140024,29147.73875302449,24997.117163830095,31827.68936889239,34484.89311333625,23363.763485441108,16209.41042114005,15664.410419855483,18350.694995315433
Carcinoma_AGSCC_2_3_mieloides_no_tumorales.csv,1452.6608072878837,3377.3845843949007,950.681357921275,2696.3859099347774,1451.7646749731575,1343.438212716152,1851.0874006125186,1590.058090652522,1345.8622201885728,1083.9534378419426,3046.0799102664705,2638.9352141088475,1699.177722838229,2389.8425806339455,1895.5000767135484,863.0814278911052,931.1614142615571,1271.1222843373707,1084.816968534274,1677.2665535486076,1620.098312425965,1202.7682193367723,1165.1300109505296,1030.7328017260688,1544.3559166817172,1746.5118237524593,1616.7238713402248,1590.2271832275194,670.4776429189311,1196.0200767051215,841.8255944627641,970.9193617330309,0.0,805.4294882590525,1579.9392127180313,1775.0654506683204,2295.6087293014184,1917.0647810938804,1403.0722797556662,1751.478254426026,4089.5203551219975,4917.565695906718,4051.255769260656,7625.191641376667,8366.57381990192,12551.394455609496,12617.515242125226,6999.372391825132,8944.383639239875,9993.340490869603,12457.143767443213,11212.963026567671,11414.254535571765,8236.329595332209,15507.97525345754,13230.196953270186,15901.498264467562,9528.178376426229,14549.954882761138,10843.43115064784,17436.108273192793,7203.482453897047,7331.317307139594,8290.488442391073,5164.476625422818,13460.024770361699,15487.48425320623,31737.713420232612,30587.259793585792,25562.472628105825,22290.30169716972,20471.36360054403,22078.139744726886,22542.228133686058,26657.34969643413,29849.746360712044,13670.958420593086,14246.89616233492,14395.099082919154,22357.159963386122,28936.4927770547,19580.432101684735,23243.280497426338,32055.438959395065,36164.54909058734,21032.718523364823,45100.28755815967,30437.413464980305,38476.33304208593,37302.32725979631,35020.481836116815,28685.403154824682,24703.29689532502,31448.127983633673,34060.44233474222,22847.405787427007,15467.65348393022,14928.7926104637,17618.252225654815
Carcinoma_AGSCC_2_40_mieloides_no_tumorales.csv,1099.8956579559372,2925.477417802269,582.6391155661217,2457.6687947118326,1295.8434488843084,715.8750611499315,1578.2331778184853,1624.0616114554357,1184.9683201208204,875.6977758585781,2454.975524571044,2680.4219727611994,1956.7446175700345,1935.1448792970207,1555.4537924107299,805.6181699493806,877.8244173868061,1291.1680702494943,1046.1767036510616,1911.14624758841,1512.7555023673133,1043.8135185594074,1431.1189737646039,1279.650919701197,1577.1303826937294,1391.4919125866486,1228.7158329418492,1186.2126187757628,910.7312239324729,1701.0218669267404,701.773304314592,1255.158265108821,805.4294882590525,0.0,1349.1514745106213,1212.3372040863287,1761.278603084016,1741.2725095531039,993.6576127642263,1534.8310657219743,3877.9493055527214,4707.421701363033,3848.63557059188,7409.046362965852,8169.802375871124,12352.876038739405,12423.281198294608,6779.492851294814,8738.927135129317,9769.715845069486,12249.215144039925,10980.39072967246,11207.789986011352,8016.271666931089,15267.064744763291,13031.40313627543,15657.890496968117,9319.024543850757,14342.0865571591,10629.361613021758,17195.12259124122,6887.1398381039535,6827.361920149589,8079.81085363795,4939.74390344987,13174.61607491498,15211.29572440779,31518.005459916527,30360.49270367296,25323.621956456813,22033.787255085783,20187.59837693766,21796.12063425257,22282.06511396173,26431.511988880648,29612.868487323718,13406.885855384578,13992.836708455532,14134.116212451043,22149.97719874336,28732.995086783503,19348.919701417537,23023.55345839426,31853.190499360586,35960.3056184518,20755.37680509223,44831.75285924582,30231.191538059666,38110.8774234363,36977.192884402866,34695.230525293555,28470.541277645974,24318.31677239367,31150.862832349314,33851.843628937706,22629.144608513318,15250.826904613747,14689.451072845308,17376.70532957858
Carcinoma_AGSCC_2_4_mieloides_no_tumorales.csv,931.9292547331831,2503.0325350890307,1333.4003991083946,1424.3460103706323,1442.9560185436883,1275.4539111639706,848.2072626827124,1829.8844299095504,1659.6015801954072,1283.3295535692027,2549.783374744924,2409.8308875562616,2330.7786518602297,1641.5280833681231,1815.8642764006174,1270.2907794307719,880.8500213961893,809.5978367248451,1444.7919515023045,2097.974381544556,1406.8355356499176,1575.9693832237783,1940.9725361941687,2158.9846282669923,2097.0884424798014,1427.4576304643144,1508.5765264610027,1522.0803467981075,1925.6995104276468,2535.959550612287,1154.625275380478,2101.7758767088044,1579.9392127180313,1349.1514745106213,0.0,1299.094706917113,1555.9798875870429,1472.84003542908,794.5568368313895,1378.0707478105676,2680.2722417313553,3449.2285673116417,2586.732539928145,6147.472941640113,6961.802403684189,11115.786464377408,11202.533239577277,5525.456970050383,7486.959074348986,8548.800457115378,10989.528814261937,9811.097259090739,10156.191623099947,6757.220224387806,14302.854649981004,11798.427009001778,14697.613652481614,8104.837777608232,13085.686573701321,9380.52661142355,16031.723385210824,5811.919173517719,6489.124633680989,6829.299636152647,3726.2523113782117,12493.803856773568,14497.08635998053,30435.46054540121,29324.853072676342,24376.534263212867,21234.94926180338,19470.25741394758,21132.9883383116,21483.35755692476,25413.079671772997,28619.8589304341,12823.646783878052,13417.816837696155,13562.13407745579,21011.786113300033,27471.389388411226,18362.2925440188,21939.011912709073,30678.10145628403,34706.1147736267,20017.17561093665,43666.02997322082,28973.8144787907,37162.32245993957,36125.095837923145,33665.460899512334,27241.46012052734,23806.979996937964,30058.450966361273,32589.733395429583,21531.66100239769,14705.368225575057,14130.848143528394,16814.21535937046
Carcinoma_AGSCC_2_5_mieloides_no_tumorales.csv,933.5495975529029,1989.2643140624305,1356.7288080733708,1855.3417801340092,1297.9069924288756,905.7195317464029,1086.581397235101,2485.9410797170444,2071.746031408693,1549.5544594965081,1865.0062449268285,3138.3523777513237,2994.6213733813115,1976.5261762326809,2149.780776838093,1541.779178812149,1344.8711057225946,1579.132314603851,1997.4585738388212,2812.2252149676056,1967.0628923192505,1263.4598049495855,2440.7813997329154,2328.678445712323,2550.8712541998552,1775.7334101240726,1596.7696021212037,907.6454932760403,1992.5641056702254,2808.6480420354364,1402.4412504396319,1799.661680373579,1775.0654506683204,1212.3372040863287,1299.094706917113,0.0,889.7710330521451,1836.456675717794,930.2011577651748,1828.136999906562,3323.2058902474323,4355.489140150897,3526.5517487019224,6953.789756729211,7986.037464018524,12147.34025135887,12226.91399269813,6466.347321691052,8226.270532858009,9057.310940088759,11815.073539111832,10621.549909713744,10885.213334380438,7584.146417474475,15235.210802820458,12820.145958638579,15624.922775624078,9006.06531269003,13969.199946663435,10189.986428963228,16764.07126815375,6021.636717961555,5942.45458704228,7569.969036883499,4308.153604809412,13226.827369858378,15248.711638673885,31430.009455297935,30291.341280339133,25298.37065883611,22062.01979558619,20229.004582237198,21863.95212119665,22311.078571485425,26365.231298634586,29565.040380173978,13508.728637115579,14102.874066478751,14247.310165886953,22033.6083032506,28334.00335079241,19296.049236404677,22931.229366840373,31708.262260260322,35631.494709420665,20790.02466890944,43988.496144236524,29881.47218148688,37126.94021148452,36045.767796257365,33767.61073685746,27816.559011588608,23471.74501979753,30243.454137205787,33395.19464321028,22530.41524033524,15409.507610962668,14819.191784380173,17501.1229119755
